antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Butter', 'National Ketchup (1kg)'})",frozenset({'Lays Chips'}),0.037,0.206,0.0082,0.22162162162162166,1.0758331146680664,1.0,0.0005780000000000013,1.0200694444444445,0.07319605906339453,0.03492333901192505,0.01967458642521621,0.13071372343217005
"frozenset({'Noodles', 'Jam'})",frozenset({'Bread'}),0.0352,0.2058,0.0078,0.22159090909090906,1.0767293930559234,1.0,0.0005558399999999984,1.0202861313868612,0.0738614619211632,0.03344768439108061,0.019882786566241564,0.1297458918632388
"frozenset({'Biscuits', 'Nestle Water'})",frozenset({'Bread'}),0.0352,0.2058,0.0078,0.22159090909090906,1.0767293930559234,1.0,0.0005558399999999984,1.0202861313868612,0.0738614619211632,0.03344768439108061,0.019882786566241564,0.1297458918632388
"frozenset({'Lays Chips', 'Olpers Milk (Pack of 6)'})",frozenset({'Chicken'}),0.0362,0.198,0.008,0.22099447513812154,1.1161337128187956,1.0,0.0008323999999999996,1.029517730496454,0.10795808258974886,0.03536693191865606,0.02867141538419143,0.13069925777108096
"frozenset({'Dalda Cooking Oil (500ml)', 'Frozen Paratha'})",frozenset({'Bread'}),0.039,0.2058,0.0086,0.2205128205128205,1.0714908674092347,1.0,0.0005737999999999993,1.018875,0.06942864748445167,0.036409822184589324,0.018525334314807976,0.13115048217089031
"frozenset({'Lays Chips', 'Thal Sugar (200ml)'})",frozenset({'Eggs'}),0.0372,0.1982,0.0082,0.22043010752688175,1.1121599774312905,1.0,0.0008269600000000016,1.0285158620689656,0.10474530586602104,0.036091549295774655,0.027725252590274082,0.13090122934366288
"frozenset({'Chicken', 'National Ketchup (1kg)'})",frozenset({'Surf Excel'}),0.0354,0.2112,0.0078,0.22033898305084745,1.0432717000513612,1.0,0.0003235199999999999,1.0117217391304347,0.042999090894591606,0.032663316582914576,0.01158593185959363,0.12863540061633283
"frozenset({'Jam', 'Frozen Paratha'})",frozenset({'Lux Soap'}),0.0336,0.1936,0.0074,0.22023809523809526,1.1375934671389218,1.0,0.0008950400000000006,1.0341618320610686,0.12515661356720967,0.03366696997270246,0.033033352229780835,0.1292306178669815
"frozenset({'Jam', 'Frozen Paratha'})",frozenset({'Chicken'}),0.0336,0.198,0.0074,0.22023809523809526,1.1123136123136124,1.0,0.0007472000000000008,1.0285190839694658,0.10448362269554333,0.03300624442462088,0.0277282983018644,0.1288059163059163
"frozenset({'Noodles', 'Shan Biryani Masala'})",frozenset({'Jam'}),0.04,0.1984,0.0088,0.22,1.1088709677419355,1.0,0.0008640000000000002,1.0276923076923077,0.10227272727272729,0.038327526132404185,0.02694610778443115,0.1321774193548387
"frozenset({'Butter', 'Bread'})",frozenset({'Lux Soap'}),0.0364,0.1936,0.008,0.21978021978021978,1.1352284079556807,1.0,0.0009529600000000001,1.0335549295774649,0.1236197592361976,0.03603603603603604,0.03246555032269318,0.13055126691490326
"frozenset({'Noodles', 'Dalda Cooking Oil (500ml)'})",frozenset({'Nestle Water'}),0.0364,0.2062,0.008,0.21978021978021978,1.065859455772162,1.0,0.0004943200000000003,1.017405633802817,0.06412411789124123,0.03410059676044331,0.017107860645275613,0.12928875198516324
"frozenset({'Nestle Water', 'Eggs'})",frozenset({'Lays Chips'}),0.0346,0.206,0.0076,0.21965317919075145,1.066277568887143,1.0,0.0004724000000000004,1.0174962962962963,0.0643856378048914,0.03261802575107296,0.017195439786840627,0.1282731915371233
"frozenset({'Nestle Water', 'Eggs'})",frozenset({'Tapal Tea (250g)'}),0.0346,0.1996,0.0076,0.21965317919075145,1.1004668296129831,1.0,0.0006938400000000003,1.0256977777777778,0.09456674626279811,0.03353927625772286,0.025053947014931844,0.12886466574768032
"frozenset({'Chicken', 'Nestle Water'})",frozenset({'Frozen Paratha'}),0.041,0.197,0.009,0.2195121951219512,1.1142751021418842,1.0,0.0009229999999999985,1.0288437499999998,0.1069400996408294,0.03930131004366812,0.028035112231570593,0.1325987371548842
"frozenset({'Noodles', 'Surf Excel'})",frozenset({'National Ketchup (1kg)'}),0.041,0.2048,0.009,0.2195121951219512,1.0718368902439022,1.0,0.0006031999999999982,1.01885,0.06988761441316164,0.03800675675675675,0.018501251410904404,0.1317287538109756
"frozenset({'Biscuits', 'Butter'})",frozenset({'Shan Biryani Masala'}),0.031,0.2088,0.0068,0.2193548387096774,1.050549993820294,1.0,0.00032719999999999885,1.0135206611570249,0.04965701450858965,0.029184549356223173,0.013340291594637744,0.12596094425905324
"frozenset({'Biscuits', 'Butter'})",frozenset({'Pepsi 1L'}),0.031,0.2052,0.0068,0.2193548387096774,1.0689806954662642,1.0,0.0004387999999999996,1.0181322314049586,0.0665938201906149,0.02964254577157803,0.017809308894913695,0.12624662013456578
"frozenset({'Butter', 'Jam'})",frozenset({'Shan Biryani Masala'}),0.0374,0.2088,0.0082,0.21925133689839574,1.050054295490401,1.0,0.0003908799999999997,1.013386301369863,0.049520353919516716,0.034453781512605045,0.013209475351865172,0.12926168377486835
"frozenset({'Noodles', 'Chicken'})",frozenset({'Olpers Milk (Pack of 6)'}),0.0374,0.196,0.0082,0.21925133689839574,1.1186292698897742,1.0,0.0008695999999999999,1.0297808219178082,0.11016910501538008,0.036412078152753116,0.028919573256711104,0.13054403579613666
"frozenset({'Dalda Cooking Oil (500ml)', 'Guard Rice (1kg)'})",frozenset({'Chicken'}),0.0356,0.198,0.0078,0.2191011235955056,1.1065713312904322,1.0,0.0007511999999999996,1.027021582733813,0.09986280828255108,0.03454384410983171,0.02631062792457056,0.12924753149472248
"frozenset({'Butter', 'Nestle Water'})",frozenset({'Lux Soap'}),0.0366,0.1936,0.008,0.2185792349726776,1.1290249740324256,1.0,0.0009142400000000002,1.0319664335664336,0.11862154868175213,0.036003600360036005,0.030976233845086302,0.12995077451113218
"frozenset({'Chicken', 'Surf Excel'})",frozenset({'National Ketchup (1kg)'}),0.0358,0.2048,0.0078,0.21787709497206703,1.063853002793296,1.0,0.0004681599999999996,1.0167199999999998,0.0622490280237635,0.03350515463917526,0.016445038948776435,0.12798151623603352
"frozenset({'Dalda Cooking Oil (500ml)', 'National Ketchup (1kg)'})",frozenset({'Bread'}),0.0386,0.2058,0.0084,0.2176165803108808,1.0574177857671565,1.0,0.0004561199999999991,1.0151033112582781,0.05648013313917193,0.035593220338983045,0.014878595203828742,0.12921645342074653
"frozenset({'Noodles', 'Bread'})",frozenset({'Butter'}),0.0386,0.1966,0.0084,0.2176165803108808,1.1069002050400853,1.0,0.0008112399999999995,1.0268622516556292,0.10045370342853176,0.037037037037037035,0.026159547312522777,0.13017146411271405
"frozenset({'National Ketchup (1kg)', 'Nestle Water'})",frozenset({'Noodles'}),0.0386,0.2052,0.0084,0.2176165803108808,1.0605096506378207,1.0,0.0004792799999999986,1.0158701986754965,0.05934797467978229,0.0356839422259983,0.015622270144540519,0.12927612641275033
"frozenset({'Biscuits', 'Eggs'})",frozenset({'Lux Soap'}),0.0368,0.1936,0.008,0.2173913043478261,1.1228889687387713,1.0,0.0008755200000000003,1.0304000000000002,0.11362126245847179,0.03597122302158274,0.029503105590062147,0.12935680919870646
"frozenset({'Biscuits', 'Eggs'})",frozenset({'Tapal Tea (250g)'}),0.0368,0.1996,0.008,0.2173913043478261,1.0891347913217742,1.0,0.0006547200000000001,1.0227333333333335,0.08496677740863788,0.03502626970227671,0.022228016426569353,0.1287357323342337
"frozenset({'Lux Soap', 'Pepsi 1L'})",frozenset({'Surf Excel'}),0.0368,0.2112,0.008,0.2173913043478261,1.0293148880105403,1.0,0.00022784,1.0079111111111112,0.029568106312292355,0.03333333333333333,0.00784901666813655,0.127635046113307
"frozenset({'Lux Soap', 'Butter'})",frozenset({'Nestle Water'}),0.0368,0.2062,0.008,0.2173913043478261,1.0542740269050732,1.0,0.0004118400000000001,1.0143000000000002,0.053446843853820605,0.03404255319148936,0.014098392980380592,0.1280942942689664
"frozenset({'Noodles', 'Lays Chips'})",frozenset({'National Ketchup (1kg)'}),0.0368,0.2048,0.008,0.2173913043478261,1.0614809782608696,1.0,0.00046336000000000033,1.016088888888889,0.06013289036544854,0.03424657534246575,0.015834135246260185,0.12822690217391305
"frozenset({'Lux Soap', 'Butter'})",frozenset({'Bread'}),0.0368,0.2058,0.008,0.2173913043478261,1.0563231503781638,1.0,0.0004265600000000003,1.0148111111111113,0.05535714285714289,0.03410059676044331,0.014594943777167083,0.12813199814087126
"frozenset({'Jam', 'Shan Biryani Masala'})",frozenset({'Biscuits'}),0.0414,0.1972,0.009,0.21739130434782608,1.1023899814798483,1.0,0.0008359200000000004,1.0257999999999998,0.09689129981222623,0.03919860627177701,0.025151101579255226,0.1315151247905459
"frozenset({'Nestle Water', 'Tapal Tea (250g)'})",frozenset({'National Ketchup (1kg)'}),0.0414,0.2048,0.009,0.21739130434782608,1.0614809782608694,1.0,0.000521279999999999,1.0160888888888888,0.06042144794491956,0.03794266441821248,0.01583413524626015,0.13066830842391303
"frozenset({'Lux Soap', 'Thal Sugar (200ml)'})",frozenset({'Chicken'}),0.035,0.198,0.0076,0.2171428571428571,1.0966810966810965,1.0,0.0006699999999999987,1.0244525547445256,0.09135533133351496,0.03371783496007098,0.023868899180619824,0.12776334776334775
"frozenset({'Lux Soap', 'National Ketchup (1kg)'})",frozenset({'Lays Chips'}),0.035,0.206,0.0076,0.2171428571428571,1.0540915395284327,1.0,0.0003899999999999997,1.0142335766423358,0.05317698391055355,0.032562125107112254,0.014033825116948515,0.12701803051317612
"frozenset({'Lux Soap', 'Thal Sugar (200ml)'})",frozenset({'Pepsi 1L'}),0.035,0.2052,0.0076,0.2171428571428571,1.0582010582010581,1.0,0.0004179999999999991,1.0152554744525546,0.056994818652849624,0.03267411865864144,0.015026242001581678,0.1270899470899471
"frozenset({'Noodles', 'Eggs'})",frozenset({'Nestle Water'}),0.036,0.2062,0.0078,0.21666666666666667,1.050759780148723,1.0,0.00037680000000000005,1.0133617021276597,0.05011171401212896,0.03327645051194539,0.013185521122029075,0.12724700937601036
"frozenset({'National Ketchup (1kg)', 'Frozen Paratha'})",frozenset({'Bread'}),0.036,0.2058,0.0078,0.21666666666666667,1.0528020732102366,1.0,0.00039119999999999953,1.0138723404255319,0.05202681136291089,0.03333333333333333,0.013682531688071849,0.1272837706511176
"frozenset({'Butter', 'Tapal Tea (250g)'})",frozenset({'Nestle Water'}),0.036,0.2062,0.0078,0.21666666666666667,1.050759780148723,1.0,0.00037680000000000005,1.0133617021276597,0.05011171401212896,0.03327645051194539,0.013185521122029075,0.12724700937601036
"frozenset({'Butter', 'Tapal Tea (250g)'})",frozenset({'National Ketchup (1kg)'}),0.036,0.2048,0.0078,0.21666666666666667,1.0579427083333333,1.0,0.0004272,1.0151489361702128,0.05681455473986594,0.0334763948497854,0.01492287055667337,0.12737630208333334
"frozenset({'Lux Soap', 'Jam'})",frozenset({'Frozen Paratha'}),0.0342,0.197,0.0074,0.21637426900584794,1.098346543176893,1.0,0.0006626000000000002,1.0247238805970147,0.09271126583199478,0.03306523681858802,0.024127358662326195,0.12696886039124886
"frozenset({'Lux Soap', 'Jam'})",frozenset({'Nestle Water'}),0.0342,0.2062,0.0074,0.21637426900584794,1.0493417507558096,1.0,0.00034796000000000046,1.0129835820895523,0.04868670700105786,0.03175965665236052,0.01281716931953634,0.1261308784408483
"frozenset({'Biscuits', 'Shan Biryani Masala'})",frozenset({'Jam'}),0.0416,0.1984,0.009,0.21634615384615383,1.0904544044665012,1.0,0.0007465600000000003,1.0229006134969325,0.08655166017436472,0.03896103896103896,0.02238791647474281,0.13085452853598015
"frozenset({'Dalda Cooking Oil (500ml)', 'Eggs'})",frozenset({'Bread'}),0.037,0.2058,0.008,0.21621621621621623,1.0506132955112546,1.0,0.00038540000000000015,1.0132896551724138,0.05002596053997925,0.034071550255536626,0.013115356605661316,0.12754445407506632
"frozenset({'Frozen Paratha', 'Bread'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0398,0.2026,0.0086,0.21608040201005024,1.0665370286774445,1.0,0.0005365199999999987,1.0171961538461538,0.06497192929767523,0.036783575705731396,0.016905445209493657,0.12926428787570626
"frozenset({'Butter', 'Thal Sugar (200ml)'})",frozenset({'Chicken'}),0.0324,0.198,0.007,0.2160493827160494,1.091158498565906,1.0,0.0005847999999999999,1.0230236220472442,0.08634028228902142,0.03133393017009848,0.022505464733228665,0.12570145903479238
"frozenset({'Lux Soap', 'Chicken'})",frozenset({'Thal Sugar (200ml)'}),0.0352,0.1964,0.0076,0.21590909090909088,1.0993334567672652,1.0,0.00068672,1.0248811594202898,0.09365453434581479,0.033928571428571426,0.024277116611611364,0.1273028142936493
"frozenset({'Butter', 'Shan Biryani Masala'})",frozenset({'Jam'}),0.038,0.1984,0.0082,0.21578947368421056,1.0876485568760612,1.0,0.0006608000000000013,1.0221744966442954,0.08376857157344979,0.03593339176161263,0.02169345519487346,0.12856005942275045
"frozenset({'National Ketchup (1kg)', 'Shan Biryani Masala'})",frozenset({'Lays Chips'}),0.038,0.206,0.0082,0.21578947368421056,1.0475217169136435,1.0,0.0003720000000000008,1.01248322147651,0.047157852035900914,0.0347752332485157,0.012329311944849583,0.1277976494634645
"frozenset({'National Ketchup (1kg)', 'Olpers Milk (Pack of 6)'})",frozenset({'Surf Excel'}),0.038,0.2112,0.0082,0.21578947368421056,1.0217304625199364,1.0,0.00017440000000000164,1.0058523489932885,0.022108412352314998,0.03402489626556017,0.0058182982812,0.12730761562998408
"frozenset({'Bread', 'Shan Biryani Masala'})",frozenset({'Lays Chips'}),0.038,0.206,0.0082,0.21578947368421056,1.0475217169136435,1.0,0.0003720000000000008,1.01248322147651,0.047157852035900914,0.0347752332485157,0.012329311944849583,0.1277976494634645
"frozenset({'Bread', 'Tapal Tea (250g)'})",frozenset({'Nestle Water'}),0.0306,0.2062,0.0066,0.21568627450980393,1.0460052110077787,1.0,0.0002902800000000004,1.0120950000000002,0.045370144606785894,0.028670721112076455,0.011950459196024108,0.12384701698332098
"frozenset({'Pepsi 1L', 'Lays Chips'})",frozenset({'Chicken'}),0.0408,0.198,0.0088,0.21568627450980393,1.0893246187363834,1.0,0.0007215999999999993,1.02255,0.08548790658882394,0.03826086956521739,0.02205271135885776,0.1300653594771242
"frozenset({'Lays Chips', 'Guard Rice (1kg)'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.039,0.2026,0.0084,0.21538461538461537,1.0631027412863543,1.0,0.0004986000000000001,1.0162941176470588,0.061766017541251696,0.03602058319039451,0.01603287607802278,0.1284228111473916
"frozenset({'Lays Chips', 'Guard Rice (1kg)'})",frozenset({'Thal Sugar (200ml)'}),0.039,0.1964,0.0084,0.21538461538461537,1.0966630111232962,1.0,0.0007403999999999996,1.0241960784313726,0.09171993459194287,0.037004405286343606,0.023624459164528842,0.12907723640921195
"frozenset({'National Ketchup (1kg)', 'Surf Excel'})",frozenset({'Noodles'}),0.0418,0.2052,0.009,0.215311004784689,1.0492739024594981,1.0,0.00042264000000000017,1.0128853658536585,0.0490085577123774,0.037815126050420166,0.012721445375803995,0.12958532695374803
"frozenset({'National Ketchup (1kg)', 'Eggs'})",frozenset({'Lays Chips'}),0.0344,0.206,0.0074,0.21511627906976746,1.0442537818920752,1.0,0.0003136000000000007,1.011614814814815,0.04388813005217323,0.03175965665236052,0.011481459785601352,0.12551930458342742
"frozenset({'Olpers Milk (Pack of 6)', 'Tapal Tea (250g)'})",frozenset({'Surf Excel'}),0.0372,0.2112,0.008,0.21505376344086025,1.0182469859889216,1.0,0.00014336000000000036,1.004909589041096,0.018612380556709645,0.033277870216306155,0.004885602739427291,0.12646627565982407
"frozenset({'Noodles', 'Butter'})",frozenset({'Surf Excel'}),0.0372,0.2112,0.008,0.21505376344086025,1.0182469859889216,1.0,0.00014336000000000036,1.004909589041096,0.018612380556709645,0.033277870216306155,0.004885602739427291,0.12646627565982407
"frozenset({'Olpers Milk (Pack of 6)', 'Tapal Tea (250g)'})",frozenset({'Eggs'}),0.0372,0.1982,0.008,0.21505376344086025,1.0850341243232102,1.0,0.0006269600000000011,1.0214712328767124,0.08139800581636907,0.03518029903254178,0.02101990950468977,0.12770851643284184
"frozenset({'Olpers Milk (Pack of 6)', 'Tapal Tea (250g)'})",frozenset({'Nestle Water'}),0.0372,0.2062,0.008,0.21505376344086025,1.042937747045879,1.0,0.00032936000000000076,1.0112794520547947,0.042760697964270976,0.033984706881903144,0.011153645050214475,0.12692552381548347
"frozenset({'Lays Chips', 'Frozen Paratha'})",frozenset({'Lux Soap'}),0.04,0.1936,0.0086,0.215,1.1105371900826446,1.0,0.000856,1.0272611464968153,0.10368217054263566,0.03822222222222222,0.026537698412698416,0.1297107438016529
"frozenset({'Lux Soap', 'Dalda Cooking Oil (500ml)'})",frozenset({'Butter'}),0.0326,0.1966,0.007,0.21472392638036814,1.0921868076315775,1.0,0.0005908400000000005,1.0230796875000001,0.08725006645205122,0.03150315031503151,0.022559032089081575,0.12516460815457878
"frozenset({'Lux Soap', 'Olpers Milk (Pack of 6)'})",frozenset({'Nestle Water'}),0.0326,0.2062,0.007,0.21472392638036814,1.0413381492743363,1.0,0.0002778800000000012,1.0108546875000002,0.04103487994329442,0.03019844693701467,0.010738128471111288,0.12433577502335574
"frozenset({'Chicken', 'Thal Sugar (200ml)'})",frozenset({'Lux Soap'}),0.0354,0.1936,0.0076,0.21468926553672316,1.1089321566979502,1.0,0.0007465600000000003,1.0268546762589927,0.10183659438872948,0.03432700993676604,0.026152363016769795,0.1269727319419153
"frozenset({'Chicken', 'Shan Biryani Masala'})",frozenset({'Bread'}),0.0354,0.2058,0.0076,0.21468926553672316,1.0431937100909774,1.0,0.0003146799999999995,1.0113194244604318,0.042924801117452484,0.032534246575342464,0.011192729207659463,0.12580916143697188
"frozenset({'Lays Chips', 'Chicken'})",frozenset({'Pepsi 1L'}),0.041,0.2052,0.0088,0.2146341463414634,1.045975372034422,1.0,0.00038679999999999964,1.0120124223602482,0.04583372831548009,0.03706823925863522,0.01186983686646127,0.12875956829743737
"frozenset({'Butter', 'Bread'})",frozenset({'Nestle Water'}),0.0364,0.2062,0.0078,0.21428571428571427,1.0392129693778578,1.0,0.0002943199999999998,1.0102909090909091,0.03915871039158708,0.03321976149914821,0.01018608501601698,0.12605653318553414
"frozenset({'Lays Chips', 'Eggs'})",frozenset({'Nestle Water'}),0.0356,0.2062,0.0076,0.21348314606741572,1.0353207859719482,1.0,0.0002592800000000006,1.00926,0.035375144622235885,0.032450896669513236,0.009175039137585952,0.12517028302400854
"frozenset({'Dalda Cooking Oil (500ml)', 'Guard Rice (1kg)'})",frozenset({'Nestle Water'}),0.0356,0.2062,0.0076,0.21348314606741572,1.0353207859719482,1.0,0.0002592800000000006,1.00926,0.035375144622235885,0.032450896669513236,0.009175039137585952,0.12517028302400854
"frozenset({'Jam', 'Bread'})",frozenset({'Frozen Paratha'}),0.0422,0.197,0.009,0.21327014218009477,1.082589554213679,1.0,0.000686599999999999,1.0206807228915662,0.0796501241270503,0.03909643788010425,0.020261696363754373,0.129477710683956
"frozenset({'Jam', 'Bread'})",frozenset({'Biscuits'}),0.0422,0.1972,0.009,0.21327014218009477,1.0814915932053488,1.0,0.0006781599999999988,1.0204265060240962,0.07867102851441948,0.0390625,0.02001761606887741,0.12945454370668025
"frozenset({'Shan Biryani Masala', 'Thal Sugar (200ml)'})",frozenset({'Frozen Paratha'}),0.0394,0.197,0.0084,0.2131979695431472,1.0822231956504933,1.0,0.0006381999999999994,1.0205870967741935,0.07909243230917178,0.03684210526315789,0.02017181761288568,0.12791878172588833
